week,stock,buy,sell,qty,pnl,pnl_pct
2026-06-22,patanjali,418.25,414.2,42,-240.03,-0.97
2026-06-22,ongc,245.45,240.0,71,-455.88,-2.22
2026-06-29,persistent,4298.5,4330.2,4,57.77,0.74
2026-06-29,piind,2559.8,2575.0,6,29.58,0.59
2026-06-29,upl,568.4,565.05,30,-168.51,-0.59
2026-06-29,infy,1036.7,985.3,16,-887.1,-4.96
2026-06-29,ltts,3129.8,3047.7,5,-472.28,-2.62
2026-07-06,kpittech,558.0,554.6,30,-168.76,-0.61
2026-07-06,indianb,786.9,772.4,21,-369.99,-1.84
2026-07-06,bankbaroda,249.95,240.45,68,-712.69,-3.8
2026-07-06,unionbank,161.08,154.39,105,-768.7,-4.15
2026-07-06,petronet,275.5,271.6,61,-304.65,-1.42
2026-07-13,astral,1330.9,1359.8,12,282.22,2.17
2026-07-13,tatacomm,1835.4,1855.7,9,116.26,1.11
2026-07-13,bergepaint,492.95,491.7,33,-106.24,-0.25
2026-07-13,vbl,469.1,464.2,35,-236.83,-1.04
2026-07-13,irfc,89.75,88.87,185,-228.89,-0.98
2026-07-20,patanjali,339.2,336.15,48,-211.23,-0.9
2026-07-20,kei,4928.5,4971.0,3,68.1,0.86
2026-07-20,polycab,8885.0,9090.5,1,169.55,2.31
2026-07-20,bdl,1257.6,1249.5,13,-170.48,-0.64
2026-07-20,axisbank,1256.0,1238.4,13,-293.65,-1.4
2026-07-27,drreddy,1150.8,1142.3,14,-183.21,-0.74
2026-07-27,tatacomm,1735.2,1780.7,9,346.21,2.62
2026-07-27,kei,4873.0,4853.5,3,-116.86,-0.4
2026-07-27,hdfcbank,739.55,748.2,22,124.84,1.17
2026-07-27,thermax,4454.5,4378.0,3,-282.5,-1.72
2026-08-03,cgpower,826.1,889.5,19,1139.41,7.67
2026-08-03,mcx,2642.1,2598.6,6,-323.89,-1.65
2026-08-03,lichsgfin,519.0,512.05,31,-279.38,-1.34
2026-08-03,hdbfs,684.85,675.25,24,-295.68,-1.4
2026-08-03,adaniports,1701.0,1700.0,9,-70.22,-0.06
